	pnns_groups_1	pnns_groups_2	nutrition_score_fr_100g	nutrition_grade_fr	carbohydrates_100g	fat_100g	energy_100g	sugars_100g	saturated_fat_100g	sodium_100g	fiber_100g	proteins_100g
226	Beverages	Sweetened beverages	50.90909090909091	e	10.4	0.0	4.783783783783784	10.4	0.0	0.01	0.0	0.0
454	Sugary snacks	Biscuits and cakes	74.54545454545455	e	58.4	29.1	58.70270270270271	33.5	17.0	0.393700787401575	1.3	5.5
458	Sugary snacks	Biscuits and cakes	60.0	d	70.2	13.3	48.891891891891895	35.7	7.0	0.326771653543307	2.5	6.1
459	Sugary snacks	Biscuits and cakes	63.63636363636363	e	63.6	20.8	53.54054054054054	31.8	13.7	0.224409448818898	3.3	6.1
680	Composite foods	One dish meals	20.0	a	7.8	1.6	9.567567567567568	2.7	0.6	0.0984251968503937	1.3	8.9
695	Milk and dairy products	Cheese	52.72727272727273	d	1.4	32.9	43.72972972972973	0.4	19.7	0.602362204724409	0.8	21.7
894	Composite foods	One dish meals	20.0	a	16.0	4.4	16.81081081081081	0.5	2.0	0.248031496062992	2.2	10.0
1356	Composite foods	Sandwich	21.81818181818182	a	25.1	5.3	21.91891891891892	1.3	1.9	0.236220472440945	2.3	10.0
7387	Fat and sauces	Dressings and sauces	43.63636363636364	c	1.8	0.0	1.2432432432432434	0.0	0.0	2.91338582677165	1.2	0.6
9601	Composite foods	One dish meals	32.72727272727273	c	2.5	9.7	17.2972972972973	0.7	3.2	0.405511811023622	0.5	13.8
9891	Sugary snacks	Biscuits and cakes	70.9090909090909	e	68.5	17.7	52.10810810810811	44.4	10.1	0.318897637795276	2.7	5.1
10375	Salty snacks	Appetizers	50.90909090909091	d	42.2	35.3	59.02702702702703	23.6	3.8	0.393700787401575	9.9	4.8
11272	Sugary snacks	Biscuits and cakes	65.45454545454545	e	57.8	32.4	61.32432432432433	34.0	12.8	0.315	5.4	5.1
11273	Sugary snacks	Biscuits and cakes	65.45454545454545	e	66.5	25.3	57.5945945945946	34.8	13.9	0.31496062992126	5.8	3.8
11275	Sugary snacks	Biscuits and cakes	65.45454545454545	e	60.1	30.4	60.270270270270274	32.6	14.3	0.275590551181102	4.2	4.9
11276	Sugary snacks	Biscuits and cakes	63.63636363636363	e	58.7	31.3	60.48648648648649	30.4	13.9	0.31496062992126	3.6	5.0
11277	Sugary snacks	Biscuits and cakes	65.45454545454545	e	67.3	19.2	52.5945945945946	41.7	10.6	0.196850393700787	5.7	5.3
11278	Sugary snacks	Biscuits and cakes	56.36363636363636	d	74.2	14.5	47.37837837837838	41.9	4.8	0.29	6.5	6.5
11281	Sugary snacks	Biscuits and cakes	67.27272727272728	e	70.8	17.1	51.78378378378379	40.8	9.5	0.236220472440945	2.2	4.8
11282	Salty snacks	Appetizers	50.90909090909091	d	64.2	18.1	52.91891891891892	1.4	3.7	0.748031496062992	2.5	11.6
11339	Salty snacks	Nuts	70.9090909090909	e	17.3	45.2	64.5945945945946	10.3	5.8	0.945	0.0	20.0
12998	Cereals and potatoes	Breakfast cereals	52.72727272727273	d	81.5	3.7	45.94594594594595	37.0	0.0	0.63	7.41	7.41
13089	Composite foods	Pizza pies and quiche	30.90909090909091	b	29.2	6.9	24.45945945945946	5.4	2.4	0.326771653543307	2.1	8.0
13108	Fruits and vegetables	Fruits	27.272727272727273	b	22.14	0.0	10.513513513513514	17.86	0.0	0.1	0.7	0.71
13112	Beverages	Sweetened beverages	60.0	e	15.8	0.0	7.1891891891891895	13.3	0.0	0.00909	0.303	0.0
13129	Beverages	Fruit juices	27.272727272727273	b	8.29	0.29	3.837837837837838	6.29	0.0	0.037	0.3	0.0
13133	Beverages	Sweetened beverages	54.54545454545455	e	11.0	0.0	5.054054054054054	11.0	0.0	0.0236220472440945	0.0	0.0
13134	Beverages	Fruit juices	27.272727272727273	b	8.33	0.208	3.783783783783784	6.25	0.0	0.0375	0.0	0.0
13135	Beverages	Fruit juices	30.90909090909091	c	9.2	0.5	4.648648648648649	8.9	0.1	0.047244094488189	0.0	0.5
13138	Beverages	Sweetened beverages	54.54545454545455	e	12.57	0.0	4.972972972972974	11.0	0.0	0.031	0.0	0.0
13149	Fruits and vegetables	Soups	29.09090909090909	b	5.0	5.33	8.297297297297298	3.33	2.0	0.247	2.0	1.33
14734	Cereals and potatoes	Cereals	43.63636363636364	c	70.5	1.41	38.37837837837838	7.05	0.705	0.804	2.82	11.3
15157	Beverages	Sweetened beverages	54.54545454545455	e	11.3	0.0	5.1891891891891895	11.3	0.0	0.0	0.0	0.0
15158	Beverages	Non sugared beverages	50.90909090909091	e	10.0	0.0	4.621621621621622	9.9	0.0	0.0393700787401575	0.0	0.0
15163	Sugary snacks	Biscuits and cakes	58.18181818181818	d	67.4	23.3	55.13513513513514	18.6	5.81	0.535	2.33	4.65
15790	Composite foods	One dish meals	27.272727272727273	b	10.4	8.4	17.243243243243246	2.9	3.6	0.236220472440945	2.0	7.9
16245	Salty snacks	Appetizers	50.90909090909091	d	59.8	26.8	57.45945945945946	2.8	2.1	0.956692913385827	3.7	5.2
16247	Salty snacks	Appetizers	41.81818181818182	c	57.1	26.6	56.62162162162163	4.5	2.1	0.512	4.6	6.1
20616	Fruits and vegetables	Fruits	21.81818181818182	a	13.1	0.0	6.540540540540541	13.1	0.0	0.0	0.7	0.3
20632	Fruits and vegetables	Fruits	21.81818181818182	a	14.0	0.1	6.7027027027027035	14.0	0.0	0.0	1.0	0.2
20775	Fat and sauces	Dressings and sauces	25.454545454545457	a	5.6	0.1	3.4054054054054057	5.6	0.0	0.393700787401575	1.2	1.19
20776	Fruits and vegetables	Vegetables	16.363636363636367	a	3.0	0.5	2.3783783783783785	0.0	0.0	0.0393700787401575	0.9	1.2
20795	Fruits and vegetables	Vegetables	16.363636363636367	a	3.0	0.1	2.1621621621621623	3.0	0.0	0.0511811023622047	0.8	1.1
20800	Fruits and vegetables	Fruits	21.81818181818182	a	13.1	0.0	6.540540540540541	13.1	0.0	0.0	0.7	0.3
20832	Fruits and vegetables	Vegetables	16.363636363636367	a	3.4	0.1	0.5675675675675675	3.1	0.0	0.0393700787401575	0.8	1.2
20834	Fruits and vegetables	Vegetables	16.363636363636367	a	3.0	0.1	2.1621621621621623	3.0	0.0	0.0511811023622047	0.8	1.1
21077	Cereals and potatoes	Cereals	16.363636363636367	a	73.2	1.79	40.270270270270274	1.79	0.0	0.0	3.57	12.5
22521	Cereals and potatoes	Bread	23.636363636363637	a	44.0	4.0	29.18918918918919	3.4	1.3	0.295275590551181	3.5	9.2
24953	Sugary snacks	Biscuits and cakes	69.0909090909091	e	69.0	21.0	55.56756756756757	36.0	13.0	0.204724409448819	1.7	6.1
25067	Cereals and potatoes	Breakfast cereals	21.81818181818182	a	67.9	7.14	40.270270270270274	0.0	1.79	0.268	10.7	14.3
25086	Cereals and potatoes	Breakfast cereals	60.0	d	77.8	9.26	45.94594594594595	33.3	3.7	0.741	3.7	7.41
27505	Fish meat eggs	Processed meat	52.72727272727273	d	5.5	19.2	27.64864864864865	5.6	7.0	0.464566929133858	1.0	12.4
28062	Beverages	Fruit juices	32.72727272727273	c	9.2	0.1	4.837837837837838	9.2	0.1	0.0118110236220472	0.1	0.5
28704	Composite foods	One dish meals	50.90909090909091	d	29.3	19.3	37.54054054054054	1.3	9.1	0.346456692913386	2.5	9.2
29038	Composite foods	One dish meals	23.636363636363637	a	12.5	5.2	14.972972972972974	3.7	1.1	0.188976377952756	1.9	7.9
29090	Sugary snacks	Sweets	67.27272727272728	e	62.5	22.5	56.48648648648649	52.5	20.0	0.138	5.0	12.5
29113	Cereals and potatoes	Legumes	61.81818181818182	e	21.0	50.0	67.05405405405406	9.0	8.0	0.393700787401575	0.0	25.0
29130	Sugary snacks	Sweets	72.72727272727272	e	58.1	20.7	61.86486486486487	51.7	12.5	0.28	3.4	3.6
30000	Beverages	Fruit juices	38.18181818181818	d	11.1	0.1	5.540540540540541	11.1	0.1	0.1	0.4	0.2
34626	Cereals and potatoes	Legumes	60.0	d	18.8	51.6	73.51351351351352	10.9	10.0	0.444881889763779	4.7	25.3
34632	Sugary snacks	Sweets	56.36363636363636	d	16.6	52.2	72.4054054054054	9.4	10.0	0.334645669291339	3.8	25.6
34644	Cereals and potatoes	Legumes	60.0	d	18.8	50.0	67.02702702702703	9.38	9.38	0.469	6.25	21.9
35194	Cereals and potatoes	Breakfast cereals	49.09090909090909	d	88.0	0.0	45.13513513513514	12.0	0.0	0.56	0.0	8.0
35195	Cereals and potatoes	Breakfast cereals	49.09090909090909	d	88.2	0.0	43.24324324324324	35.3	0.0	0.471	2.94	5.88
35664	Fruits and vegetables	Fruits	23.636363636363637	a	15.0	0.1	7.351351351351352	12.0	0.0	0.1	0.1	0.4
35807	Sugary snacks	Biscuits and cakes	69.0909090909091	e	60.0	30.0	56.54054054054054	20.0	20.0	0.325	0.0	5.0
35826	Sugary snacks	Biscuits and cakes	67.27272727272728	e	61.3	27.6	58.5945945945946	25.7	17.2	0.275590551181102	2.0	5.2
35857	Sugary snacks	Biscuits and cakes	29.09090909090909	b	60.5	17.2	50.83783783783784	18.8	1.6	0.0393700787401575	10.9	7.6
36080	Beverages	Sweetened beverages	30.90909090909091	c	0.8	0.1	0.7837837837837838	0.8	0.1	0.0196850393700787	0.1	0.1
36986	Salty snacks	Appetizers	69.0909090909091	e	62.4	24.1	56.48648648648649	8.0	16.0	0.8	2.0	7.0
37060	Fish meat eggs	Processed meat	30.90909090909091	b	2.2	7.0	16.54054054054054	0.7	2.7	0.444881889763779	0.5	18.3
37424	Salty snacks	Nuts	56.36363636363636	d	23.8	44.2	66.8918918918919	14.6	9.2	0.24	6.7	22.4
51326	Fat and sauces	Dressings and sauces	36.36363636363636	c	4.3	3.9	7.854054054054055	0.9	0.8	1.1	2.7	4.2
54663	Composite foods	One dish meals	18.181818181818183	a	7.3	2.9	7.135135135135135	1.6	0.4	0.3	1.6	2.0
54668	Fruits and vegetables	Vegetables	34.54545454545455	c	5.0	2.5	5.324324324324325	0.5	1.5	0.3	0.5	1.0
54694	Composite foods	One dish meals	43.63636363636364	c	35.0	6.0	27.135135135135137	2.0	4.0	0.590551181102362	2.0	7.0
54695	Composite foods	One dish meals	29.09090909090909	b	15.0	5.5	14.621621621621623	2.4	2.7	0.3	1.6	5.5
54697	Composite foods	One dish meals	32.72727272727273	c	18.0	4.2	13.783783783783784	2.8	0.0	0.6	1.8	3.8
54698	Composite foods	One dish meals	21.81818181818182	a	18.0	1.9	12.162162162162163	2.7	0.2	0.078740157480315	1.9	4.7
54740	Milk and dairy products	Ice cream	52.72727272727273	d	15.0	13.0	21.027027027027028	13.0	12.0	0.102362204724409	1.1	2.2
56640	Fish meat eggs	Fish and seafood	34.54545454545455	c	3.1	12.2	24.91891891891892	2.1	3.2	0.405511811023622	0.6	24.6
56727	Sugary snacks	Biscuits and cakes	63.63636363636363	e	70.6	20.6	53.24324324324325	35.3	5.88	0.353	0.0	2.94
56734	Sugary snacks	Biscuits and cakes	60.0	d	71.9	19.3	53.513513513513516	40.4	6.14	0.421	3.51	3.51
58688	Sugary snacks	Biscuits and cakes	65.45454545454545	e	61.7	24.6	56.21621621621622	35.3	12.4	0.228346456692913	3.0	5.7
58756	Sugary snacks	Biscuits and cakes	58.18181818181818	d	55.3	10.9	39.78378378378379	20.5	6.8	0.531496062992126	1.8	6.7
59306	Cereals and potatoes	Legumes	47.27272727272727	d	18.8	51.6	17.56756756756757	10.9	10.0	0.444881889763779	4.7	25.3
59633	Composite foods	One dish meals	50.90909090909091	d	2.9	19.7	27.675675675675677	1.0	7.0	0.433070866141732	0.7	14.1
60623	Beverages	Non sugared beverages	27.272727272727273	a	0.0	0.0	0.0	0.0	0.0	0.00422	0.0	0.0
64406	Sugary snacks	Chocolate products	65.45454545454545	e	45.0	40.0	64.86486486486487	42.5	15.0	0.075	5.0	10.0
65695	Fat and sauces	Dressings and sauces	49.09090909090909	d	9.6	28.2	33.5945945945946	5.8	2.7	0.570866141732283	0.5	1.1
66153	Sugary snacks	Pastries	43.63636363636364	c	61.3	3.6	34.48648648648649	36.0	1.6	0.12992125984252	2.2	4.9
66187	Sugary snacks	Sweets	52.72727272727273	d	90.3	0.1	41.62162162162162	60.8	0.1	0.01	0.1	0.1
66221	Milk and dairy products	Milk and yogurt	32.72727272727273	c	14.2	3.4	10.972972972972974	12.6	2.0	0.0571	0.0	2.8
66264	Sugary snacks	Biscuits and cakes	65.45454545454545	e	69.4	16.1	51.21621621621622	46.1	8.2	0.1	2.4	5.9
66599	Sugary snacks	Biscuits and cakes	60.0	d	54.0	31.7	60.40540540540541	22.1	15.2	0.27	2.9	7.0
66705	Fruits and vegetables	Vegetables	27.272727272727273	b	0.6	0.4	2.135135135135135	0.0	0.0	0.275590551181102	2.1	2.2
66708	Beverages	Non sugared beverages	50.90909090909091	e	9.6	0.0	4.081081081081082	9.2	0.0	3.1496062992126	0.0	0.0
66899	Cereals and potatoes	Legumes	45.45454545454545	c	20.0	53.3	75.4054054054054	6.67	6.67	0.0	6.67	20.0
67368	Cereals and potatoes	Cereals	27.272727272727273	b	10.2	4.3	11.675675675675677	3.3	2.2	0.236220472440945	2.2	4.8
67437	Cereals and potatoes	Breakfast cereals	50.90909090909091	d	89.3	0.0	44.32432432432433	10.7	0.0	0.679	0.0	7.14
67826	Milk and dairy products	Milk and yogurt	25.454545454545457	a	12.0	0.114	7.756756756756757	12.0	0.0571	0.0457	0.0	5.71
67928	Sugary snacks	Biscuits and cakes	43.63636363636364	c	66.0	12.0	42.972972972972975	20.0	4.0	0.34	8.0	6.0
67973	Fat and sauces	Dressings and sauces	34.54545454545455	c	4.9	7.2	10.81081081081081	4.8	2.0	0.374015748031496	2.0	2.0
67983	Cereals and potatoes	Cereals	18.181818181818183	a	71.5	1.4	40.54054054054054	1.6	0.3	0.0393700787401575	2.9	12.3
68029	Beverages	Non sugared beverages	49.09090909090909	e	10.0	0.0	6.216216216216217	8.0	0.0	0.0	0.0	0.5
68083	Composite foods	One dish meals	21.81818181818182	a	8.7	1.3	8.64864864864865	1.4	0.2	0.188976377952756	2.1	6.3
69166	Beverages	Non sugared beverages	29.09090909090909	b	0.0	0.0	0.4594594594594595	0.0	0.0	0.0	0.0	0.0
69534	Composite foods	One dish meals	20.0	a	13.4	1.4	11.081081081081082	2.3	0.2	0.15748031496063	2.0	6.7
69977	Milk and dairy products	Cheese	54.54545454545455	d	0.0	32.1	44.32432432432433	0.0	17.9	0.607	0.0	28.6
75360	Composite foods	Pizza pies and quiche	34.54545454545455	c	16.1	13.2	24.054054054054056	2.1	5.7	0.188976377952756	1.3	6.9
76163	Cereals and potatoes	Bread	47.27272727272727	d	47.4	2.63	27.83783783783784	3.51	0.877	0.947	1.75	8.77
76638	Sugary snacks	Sweets	52.72727272727273	d	91.0	0.0	41.16216216216216	62.0	0.0	0.047244094488189	0.0	0.0
79527	Fat and sauces	Dressings and sauces	56.36363636363636	d	5.4	70.5	73.51351351351352	3.3	4.8	0.445	0.5	0.9
80631	Sugary snacks	Biscuits and cakes	70.9090909090909	e	59.4	28.0	58.16216216216217	34.4	13.4	0.275590551181102	2.0	5.8
80632	Sugary snacks	Biscuits and cakes	65.45454545454545	e	63.5	23.7	56.54054054054054	27.2	12.0	0.196850393700787	2.6	6.8
80634	Sugary snacks	Biscuits and cakes	65.45454545454545	e	63.6	24.8	57.67567567567568	39.3	13.5	0.161417322834646	3.1	6.7
80636	Sugary snacks	Biscuits and cakes	67.27272727272728	e	59.7	27.9	58.513513513513516	31.0	15.4	0.236220472440945	1.9	6.1
80638	Sugary snacks	Biscuits and cakes	70.9090909090909	e	57.3	30.7	60.21621621621622	33.8	14.0	0.31496062992126	1.5	6.5
80826	Sugary snacks	Chocolate products	70.9090909090909	e	38.0	41.0	64.32432432432432	34.0	19.0	0.0039370078740157	0.0	9.0
84654	Milk and dairy products	Dairy desserts	38.18181818181818	c	24.78	3.54	16.054054054054056	24.78	2.21	0.088	0.0	4.42
85796	Sugary snacks	Biscuits and cakes	52.72727272727273	d	72.1	14.5	51.62162162162162	18.7	5.7	0.28740157480315	2.7	7.4
85801	Sugary snacks	Biscuits and cakes	60.0	d	75.2	12.4	50.10810810810811	39.8	5.8	0.275590551181102	2.5	5.7
85802	Beverages	Sweetened beverages	30.90909090909091	c	0.1	0.1	0.35135135135135137	0.1	0.1	0.0393700787401575	0.1	0.1
86729	Salty snacks	Appetizers	49.09090909090909	d	67.0	14.8	50.0	1.1	7.9	0.433070866141732	3.0	9.5
86731	Sugary snacks	Biscuits and cakes	65.45454545454545	e	68.6	20.8	55.054054054054056	28.4	12.4	0.177165354330709	2.0	5.0
86953	Cereals and potatoes	Cereals	63.63636363636363	e	65.0	13.3	47.45945945945946	2.5	6.7	1.6	0.8	8.3
87812	Composite foods	One dish meals	29.09090909090909	b	16.7	6.7	18.027027027027028	1.8	2.3	0.295275590551181	0.9	7.5
90923	Cereals and potatoes	Breakfast cereals	38.18181818181818	c	79.0	1.5	42.91891891891892	17.0	0.3	0.393700787401575	4.5	9.0
92093	Sugary snacks	Biscuits and cakes	61.81818181818182	e	67.9	23.2	56.48648648648649	32.1	8.93	0.357	3.57	5.36
92223	Salty snacks	Nuts	56.36363636363636	d	28.8	45.1	68.37837837837839	15.2	10.0	0.25	6.0	18.9
92501	Milk and dairy products	Ice cream	56.36363636363636	d	30.0	15.0	30.540540540540544	25.0	9.0	0.0669291338582677	0.0	4.0
93405	Sugary snacks	Biscuits and cakes	67.27272727272728	e	63.0	24.0	56.13513513513514	29.0	12.0	0.433	3.0	5.6
93406	Sugary snacks	Biscuits and cakes	63.63636363636363	e	63.6	24.2	54.86486486486487	36.4	13.6	0.000333	3.03	6.06
93410	Fat and sauces	Dressings and sauces	69.0909090909091	e	41.35673906575424	41.35673906575424	61.351351351351354	12.5	20.8	3.58	4.17	8.26143012992165
93544	Composite foods	One dish meals	29.09090909090909	b	17.6	6.7	18.64864864864865	1.9	3.3	0.25	1.7	7.7
99324	Cereals and potatoes	Bread	27.272727272727273	b	73.3	6.67	45.13513513513514	6.67	0.0	0.467	6.67	13.3
99325	Sugary snacks	Biscuits and cakes	70.9090909090909	e	61.4	21.8	53.054054054054056	43.7	12.7	0.169291338582677	1.3	6.0
99452	Sugary snacks	Sweets	54.54545454545455	d	98.0	0.0	47.48648648648649	98.0	0.0	0.0	0.0	0.0
99796	Milk and dairy products	Cheese	54.54545454545455	d	3.33	40.0	45.13513513513514	3.33	26.7	0.6	0.0	10.0
100533	Beverages	Non sugared beverages	58.18181818181818	e	12.8	0.1	5.756756756756757	12.8	0.1	0.0393700787401575	0.1	0.1
100534	Beverages	Non sugared beverages	63.63636363636363	e	15.9	0.8	8.243243243243244	15.8	0.6	0.0393700787401575	0.3	0.3
100662	Composite foods	One dish meals	23.636363636363637	a	8.2	6.2	15.810810810810812	1.5	0.5	0.34	0.8	12.2
101118	Cereals and potatoes	Breakfast cereals	40.0	c	78.7	1.3	43.270270270270274	15.4	0.3	0.366141732283465	2.9	11.3
101132	Cereals and potatoes	Breakfast cereals	38.18181818181818	c	74.7	1.3	42.32432432432433	14.5	0.3	0.366141732283465	3.8	12.8
101140	Cereals and potatoes	Breakfast cereals	16.363636363636367	a	63.8	6.2	40.54054054054054	1.2	0.9	0.01	6.9	10.9
101146	Fat and sauces	Dressings and sauces	52.72727272727273	d	2.1	68.4	70.62162162162163	1.1	4.9	0.354330708661417	0.5	2.5
101148	Sugary snacks	Sweets	52.72727272727273	d	81.5	0.2	37.64864864864865	80.8	0.2	0.0394	0.5	0.1
101479	Fat and sauces	Dressings and sauces	27.272727272727273	b	4.1	14.5	17.972972972972975	3.2	3.0	0.236220472440945	4.2	0.9
102145	Cereals and potatoes	Cereals	25.454545454545457	a	80.0	0.8	41.0	0.0	0.3	0.0196850393700787	0.8	7.1
102172	Fruits and vegetables	Dried fruits	49.09090909090909	d	62.0	24.0	55.18918918918919	19.0	16.0	0.236220472440945	9.1	1.6
102179	Fruits and vegetables	Fruits	16.363636363636367	a	31.4	3.21	18.56756756756757	0.0	0.0	0.0	1.43	2.14
102197	Fat and sauces	Dressings and sauces	58.18181818181818	d	63.3	11.7	41.351351351351354	33.3	0.0	1.07	3.33	3.33
104651	Sugary snacks	Sweets	45.45454545454545	c	58.3	0.4	27.864864864864867	56.8	0.1	0.078740157480315	2.1	0.5
104652	Sugary snacks	Sweets	47.27272727272727	d	62.9	0.3	29.64864864864865	62.9	0.1	0.110236220472441	1.6	0.4
104666	Milk and dairy products	Milk and yogurt	34.54545454545455	c	15.4	2.2	25.18918918918919	11.7	1.6	0.0591	0.6	2.6
104667	Milk and dairy products	Milk and yogurt	32.72727272727273	c	15.4	2.2	10.594594594594595	11.7	1.6	0.0591	0.6	2.6
104809	Milk and dairy products	Milk and yogurt	27.272727272727273	b	11.9	1.3	8.54054054054054	10.8	0.92	0.0433070866141732	0.5	3.9
105691	Composite foods	One dish meals	25.454545454545457	a	6.6	21.9	25.702702702702705	4.8	1.6	0.196850393700787	1.7	0.9
105917	Beverages	Non sugared beverages	27.272727272727273	b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
106154	Fish meat eggs	Meat	29.09090909090909	b	1.9	2.9	16.27027027027027	1.1	0.5	0.523622047244094	0.1	27.2
106420	Composite foods	One dish meals	32.72727272727273	c	7.2	4.4	9.162162162162163	1.3	2.6	0.188976377952756	0.8	2.8
106422	Fruits and vegetables	Soups	27.272727272727273	b	4.5	1.4	3.945945945945946	4.3	0.1	0.15748031496063	1.0	0.7
106423	Composite foods	One dish meals	21.81818181818182	a	7.0	1.7	7.567567567567568	1.4	0.7	0.2	2.0	4.9
106677	Composite foods	One dish meals	32.72727272727273	c	25.0	14.0	28.72972972972973	1.6	3.2	0.275590551181102	2.6	6.0
106838	Beverages	Sweetened beverages	54.54545454545455	e	11.9	0.0	5.1891891891891895	11.9	0.0	0.0189	0.0	0.0
107043	Cereals and potatoes	Bread	38.18181818181818	c	44.7	9.2	34.56756756756757	7.3	3.5	0.366141732283465	3.6	8.8
107062	Cereals and potatoes	Breakfast cereals	25.454545454545457	a	56.7	10.9	44.10810810810811	20.0	1.7	0.005	9.2	11.6
107103	Beverages	Fruit juices	30.90909090909091	c	10.2	0.2	5.216216216216217	8.4	0.2	0.0118110236220472	1.1	0.2
107187	Composite foods	One dish meals	23.636363636363637	a	4.9	8.6	17.2972972972973	4.9	1.8	0.228346456692913	1.5	13.3
108683	Fish meat eggs	Fish and seafood	34.54545454545455	c	10.5	4.5	13.0	3.0	0.4	0.708661417322835	0.5	8.0
109316	Beverages	Sweetened beverages	38.18181818181818	d	4.7	0.1	2.2162162162162162	4.1	0.1	0.0393700787401575	0.1	0.1
109317	Beverages	Sweetened beverages	45.45454545454545	e	8.1	0.1	3.837837837837838	7.5	0.1	0.0393700787401575	0.1	0.2
109703	Composite foods	One dish meals	18.181818181818183	a	3.2	5.2	12.891891891891893	2.6	1.0	0.255905511811024	2.6	12.3
109745	Beverages	Fruit juices	34.54545454545455	c	10.4	0.1	5.135135135135135	10.4	0.1	0.0393700787401575	0.1	0.1
110203	Fruits and vegetables	Dried fruits	32.72727272727273	c	57.1	28.6	52.432432432432435	35.7	5.36	0.0893	3.57	7.14
111365	Fruits and vegetables	Vegetables	14.545454545454547	a	2.0	0.4	2.486486486486487	1.9	0.4	0.00394	1.2	2.0
111625	Composite foods	One dish meals	29.09090909090909	b	3.0	2.1	4.891891891891892	0.7	0.7	0.228346456692913	0.5	3.1
111733	Fruits and vegetables	Dried fruits	30.90909090909091	b	63.3	0.5	31.83783783783784	57.2	0.1	0.0118	7.7	1.7
112189	Composite foods	One dish meals	30.90909090909091	b	1.6	11.0	15.351351351351353	0.0	3.9	0.512	2.3	6.8
112772	Sugary snacks	Pastries	58.18181818181818	d	45.0	25.0	49.5945945945946	7.2	17.0	0.425196850393701	2.2	7.5
112773	Sugary snacks	Pastries	58.18181818181818	d	47.0	23.0	49.054054054054056	11.0	17.0	0.354330708661417	2.8	8.4
112869	Composite foods	One dish meals	23.636363636363637	a	20.0	8.8	24.243243243243246	0.88	1.84	0.136	1.12	13.6
112916	Milk and dairy products	Cheese	49.09090909090909	d	0.1	28.0	40.40540540540541	0.1	20.0	0.275590551181102	0.0	27.0
113103	Composite foods	One dish meals	32.72727272727273	c	3.0	10.1	20.405405405405407	2.9	5.7	0.216535433070866	1.2	18.9
113694	Composite foods	One dish meals	36.36363636363636	c	1.1	11.0	20.027027027027028	0.7	3.0	0.55511811023622	0.5	19.0
113716	Fish meat eggs	Meat	45.45454545454545	c	2.1	12.5	24.405405405405407	1.1	3.5	0.551181102362205	0.8	23.6
113859	Beverages	Fruit juices	38.18181818181818	d	13.2	0.5	6.027027027027027	11.9	0.1	0.0007874015748031	0.5	0.5
113964	Fruits and vegetables	Fruits	21.81818181818182	a	13.1	0.0	6.540540540540541	13.1	0.0	0.0	0.7	0.3
114210	Sugary snacks	Biscuits and cakes	47.27272727272727	d	63.1	19.7	51.054054054054056	19.8	4.2	0.326771653543307	4.8	6.9
114331	Composite foods	One dish meals	25.454545454545457	a	20.5	2.2	14.081081081081082	1.6	0.3	0.295275590551181	2.8	4.1
114387	Milk and dairy products	Cheese	50.90909090909091	d	0.6	34.0	47.02702702702703	0.5	23.0	0.5	1.6	27.0
114442	Milk and dairy products	Cheese	50.90909090909091	d	0.7	28.2	38.10810810810811	0.2	19.8	0.551181102362205	1.6	19.4
114965	Fruits and vegetables	Fruits	20.0	a	14.0	0.1	7.081081081081082	14.0	0.1	0.06	1.9	0.3
114966	Cereals and potatoes	Cereals	10.90909090909091	a	12.0	2.4	10.18918918918919	4.2	0.2	0.17	4.3	2.9
115012	Beverages	Fruit juices	34.54545454545455	c	10.8	0.1	5.216216216216217	10.0	0.0	0.0118110236220472	0.1	0.3
115021	Fat and sauces	Fats	47.27272727272727	d	0.0	100.0	100.0	0.0	15.0	0.0	0.0	0.0
115647	Beverages	Fruit juices	34.54545454545455	c	10.4	0.0	5.702702702702703	10.4	0.0	0.0	1.1	0.6
116245	Sugary snacks	Sweets	65.45454545454545	e	83.9	6.2	45.94594594594595	65.4	6.2	0.005	0.0	0.5
116532	Cereals and potatoes	Bread	38.18181818181818	c	71.7	4.1	43.72972972972973	6.3	0.5	0.590551181102362	7.1	11.2
117949	Salty snacks	Appetizers	50.90909090909091	d	29.6	26.6	49.08108108108108	22.2	5.1	0.413385826771654	15.9	19.1
118301	Beverages	Sweetened beverages	58.18181818181818	e	71.0	3.9	42.56756756756757	67.0	2.4	0.0118110236220472	10.5	7.5
118303	Salty snacks	Appetizers	56.36363636363636	d	52.4	19.0	48.64864864864865	0.0	7.14	0.857	9.52	9.52
118386	Beverages	Non sugared beverages	45.45454545454545	e	7.5	0.0	3.2972972972972974	7.08	0.0	0.00417	0.0	0.0
118432	Beverages	Artificially sweetened beverages	40.0	d	5.83	0.0	2.3783783783783785	5.42	0.0	0.004	0.0	0.0
118444	Beverages	Sweetened beverages	47.27272727272727	e	9.0	0.0	3.4054054054054057	8.7	0.0	0.0039370078740157	0.0	0.02
118446	Beverages	Sweetened beverages	43.63636363636364	d	6.8	0.0	2.5945945945945947	6.7	0.0	0.0039370078740157	0.0	0.01
118473	Beverages	Sweetened beverages	47.27272727272727	e	9.0	0.0	3.5135135135135136	8.7	0.0	0.0039370078740157	0.0	0.02
118495	Beverages	Sweetened beverages	47.27272727272727	e	8.9	0.0	3.864864864864865	8.6	0.0	0.0039370078740157	0.0	0.01
118569	Cereals and potatoes	Legumes	58.18181818181818	d	22.0	50.0	70.70270270270271	9.0	11.0	0.406	6.0	25.0
